iteration,set,l1_loss,psnr,ssim,lpips,file_size,elapsed
49000,test,0.016462794528939784,31.48530255831205,0.9218962085552704,0.2122039053684626,,1583.25244140625
50000,test,0.016280992434192926,31.535998319968197,0.922361094218034,0.21172968126260316,,1792.1597900390625
51000,test,0.016213838369227372,31.564585954715042,0.9225970063454065,0.21151207463863567,,1784.984619140625
52000,test,0.016169772626688846,31.581362846570137,0.9227191011110941,0.21135217142410767,,1448.480712890625
53000,test,0.016115155190420456,31.607938424134865,0.9228001129932892,0.2112761881106939,,965.4620361328125
54000,test,0.01610670128884988,31.60810587956355,0.922965265237368,0.21106833678025466,,1375.02099609375
55000,test,0.016122891328846797,31.60182395348182,0.9229218027530572,0.21106096108754474,,1520.0399169921875
